original_text,label
"Through our partnership with Renewable Future Fund, we installed 80,000 solar panels across our warehouses, generating 25% of our annual electricity and reducing CO₂ emissions by 45,000 tons in one year.",1
"We provided full transparency in our supply chain audit this year, with third-party verification of fair labor practices across 93% of our suppliers. The results are published on our website.",1
"In 2022, we diverted over 300,000 pounds of textile waste from landfills through our national clothing recycling initiative, partnering with community centers in 50 states.",1
"We launched a $10 million fund to support smallholder farmers transitioning to organic farming, impacting over 12,000 livelihoods across South America. Progress is tracked in quarterly impact reports.",1
"We have committed to fully recyclable packaging by 2025, with 68% of all current product lines already meeting that standard as of this report, verified by the Sustainable Packaging Coalition.",1
"Our logistics division optimized routes and transitioned 30% of delivery vehicles to electric, reducing fuel consumption by 2.4 million liters and emissions by 6,000 tons.",1
"In collaboration with the Ocean Cleanup Project, we removed 2,500 tons of plastic waste from coastal areas and supported educational programs in 300 schools.",1
"In 2023, 78% of our workforce participated in company-sponsored volunteer programs, contributing 150,000 hours to community development projects across 18 countries.",1
"We are proud to lead the industry in sustainable practices and have made improvements to reduce our impact, including new energy-saving technologies in our offices.",2
Our team continues to implement green thinking in everything we do. We’ve taken steps toward eliminating single-use plastics but are still evaluating our progress.,2
"Our sustainability strategy involves reducing our carbon footprint, improving energy efficiency, and sourcing responsibly — all while maintaining our world-class products.",2
We recognize the urgency of climate change and are proud to announce our sustainability council. Specific action plans are still under development.,2
"This year, we made great progress in our mission to become more eco-conscious, including reducing energy use at select facilities and planning future initiatives.",2
"We're taking steps to integrate more sustainable business models, though many of our projects are still in pilot phases and data is limited.",2
We are deeply committed to protecting the planet and consider sustainability a core value of our brand.,3
"Our dedication to the environment is reflected in everything we do, and we continuously strive to be eco-friendly leaders.",3
"At GreenCo, we believe in building a better future, and sustainability is one of the many things we care about.",3
We always put the planet first and make responsible choices every day in all our operations.,3
"Our brand supports environmental initiatives globally, and we stand for making the world a better place.",3
We remain committed to exploring sustainable opportunities and playing our role in fighting climate change.,3
Sustainability is in our DNA. We aim to make responsible choices and build an eco-conscious culture.,3
"We love the environment and constantly think about how we can make a difference, staying true to our mission of sustainability.",3
"We're proud of our sustainability journey and continue looking for ways to innovate, including eco-friendly pilot programs across select departments.",2
"We implemented  waste-reduction protocol across our supply chain, resulting in a 25% decrease in non-recyclable waste materials",1
"We love the environment and constantly think about how we can make a difference, staying true to our mission of sustainability.",3
We implemented a verified waste-reduction protocol across our various departments,1
"We are working towards integrating more sustainable fabrics in our clothing lines. While only 10% of our current offerings meet this standard, our design team is passionate about creating a greener future.",2
"Our new headquarters was built with sustainability in mind, featuring smart lighting and energy-saving features. We believe this symbolizes our dedication to innovation and the plane",2
We’re all about harmony with nature. Our brand reflects a love for the Earth and a promise to keep doing what’s right for the planet.,3
We’ve taken early steps toward becoming plastic-free by trialing biodegradable utensils in a few retail locations. This is just the beginning of our sustainability evolution,2
"We’re proud to be a company that cares. Environmental responsibility is in our ethos, and we continue exploring ways to align with the planet’s needs",3
"Our net-zero energy store in Vista, California, retrofitted in 2022, successfully produced more than 100% of its energy needs by 2023.",1
We eliminated approximately 6.0 million cubic feet of EPS and more than 39 million square feet of PVC film from our private-brand packaging in 2023.,1
"We have reported a 49% reduction in absolute Scope 1 and 2 GHG emissions since 2016, demonstrating significant progress towards our net-zero emissions goal.",1
"We set a goal to reach net-zero emissions across Scope 1, 2, and 3 GHG emissions by 2050, in accordance with guidelines from the Science Based Targets initiative.",2
We nnounced a commitment to produce and procure energy from 335 megawatts of renewable and alternative energy projects by 2025.,2
"We understand that for a business to last, it must have a fundamental reason for being – which is found in the value it creates not only for shareholders, but for the world",3
"We are leveraging size and scale to benefit people, the planet, and drive business, without detailing specific measurable outcomes. ​",3
We know that running a sustainable operation is not only good for the environment – it's good for business,3
"We take pride in making homes better for all, and part of doing that is reducing our impact on the environment",3
"We partnered with EcoCert in 2023 to implement a new initiative in transportation, achieving 3,500 cubic meters of landfill space in verified results.",1
Plans are underway to transition to manufacturing models across key departments by 2023.,2
"We are collaborating with EcoCert to evaluate opportunities for transportation enhancement, with progress reports expected in 2019.",2
"In 2024, we reduced our carbon emissions by 70% through verified changes in our packaging, preventing 40,000 kilowatt-hours of electricity.",1
"In 2019, we began an initiative focused on waste management with measurable goals expected to be achieved over the next 3 years.",2
"In 2023, we reduced our carbon emissions by 75% through verified changes in our waste management, preventing 12 million gallons of water.",1
"Since 2018, our packaging upgrades have cut resource consumption by 30%, with results verified by Sustainability Index.",1
"We are collaborating with EcoCert to evaluate opportunities for product design enhancement, with progress reports expected in 2023.",2
"Through third-party verification by Global Green Council, our efforts in energy usage resulted in a savings of 3,500 cubic meters of landfill space.",1
"In 2023, we reduced our carbon emissions by 10% through verified changes in our supply chain, preventing 5,000 hectares of deforested land.",1
"In 2022, we began an initiative focused on supply chain with measurable goals expected to be achieved over the next 3 years.",2
"We partnered with EcoCert in 2020 to implement a new initiative in energy usage, achieving 25,000 tons of CO₂ in verified results.",1
"Since 2019, our transportation upgrades have cut resource consumption by 45%, with results verified by PlanetWatch.",1
"We are collaborating with Sustainability Index to evaluate opportunities for product design enhancement, with progress reports expected in 2022.",2
"We partnered with Sustainability Index in 2020 to implement a new initiative in manufacturing, achieving 10,000 plastic containers in verified results.",1
"In 2023, we reduced our carbon emissions by 65% through verified changes in our supply chain, preventing 10,000 plastic containers.",1
"We are currently piloting a project to improve waste management, targeting a 15% improvement by 2020.",2
"In 2021, we reduced our carbon emissions by 10% through verified changes in our supply chain, preventing 12 million gallons of water.",1
"We are currently piloting a project to improve manufacturing, targeting a 65% improvement by 2019.",2
"Through third-party verification by GreenFuture Alliance, our efforts in manufacturing resulted in a savings of 3,500 cubic meters of landfill space.",1
"Since 2019, our supply chain upgrades have cut resource consumption by 45%, with results verified by Sustainability Index.",1
"In 2018, we reduced our carbon emissions by 65% through verified changes in our supply chain, preventing 25,000 tons of CO₂.",1
Plans are underway to transition to supply chain models across key departments by 2020.,2
"Since 2024, our waste management upgrades have cut resource consumption by 50%, with results verified by EcoCert.",1
"In 2018, we reduced our carbon emissions by 75% through verified changes in our packaging, preventing 12 million gallons of water.",1
"Through third-party verification by GreenFuture Alliance, our efforts in product design resulted in a savings of 40,000 kilowatt-hours of electricity.",1
"We partnered with Global Green Council in 2020 to implement a new initiative in packaging, achieving 12 million gallons of water in verified results.",1
"Since 2019, our manufacturing upgrades have cut resource consumption by 45%, with results verified by PlanetWatch.",1
"Through third-party verification by PlanetWatch, our efforts in product design resulted in a savings of 25,000 tons of CO₂.",1
"Since 2018, our packaging upgrades have cut resource consumption by 35%, with results verified by PlanetWatch.",1
"In 2020, we began an initiative focused on packaging with measurable goals expected to be achieved over the next 3 years.",2
"We are currently piloting a project to improve transportation, targeting a 40% improvement by 2023.",2
Plans are underway to transition to packaging models across key departments by 2021.,2
"In 2024, we began an initiative focused on supply chain with measurable goals expected to be achieved over the next 3 years.",2
"Since 2021, our waste management upgrades have cut resource consumption by 30%, with results verified by GreenFuture Alliance.",1
"We partnered with GreenFuture Alliance in 2022 to implement a new initiative in transportation, achieving 40,000 kilowatt-hours of electricity in verified results.",1
"We are collaborating with GreenFuture Alliance to evaluate opportunities for product design enhancement, with progress reports expected in 2023.",2
"We are collaborating with GreenFuture Alliance to evaluate opportunities for supply chain enhancement, with progress reports expected in 2021.",2
"We partnered with EcoCert in 2022 to implement a new initiative in supply chain, achieving 3,500 cubic meters of landfill space in verified results.",1
"Since 2020, our supply chain upgrades have cut resource consumption by 30%, with results verified by Global Green Council.",1
"Our verified sustainability audit confirmed a 65% improvement in waste management, saving 10,000 plastic containers in 2023.",1
"In 2018, we reduced our carbon emissions by 60% through verified changes in our supply chain, preventing 10,000 plastic containers.",1
"Our verified sustainability audit confirmed a 75% improvement in transportation, saving 5,000 hectares of deforested land in 2019.",1
"In 2023, we reduced our carbon emissions by 55% through verified changes in our packaging, preventing 5,000 hectares of deforested land.",1
"In 2020, we began an initiative focused on product design with measurable goals expected to be achieved over the next 3 years.",2
"We partnered with Global Green Council in 2019 to implement a new initiative in waste management, achieving 5,000 hectares of deforested land in verified results.",1
"Since 2022, our product design upgrades have cut resource consumption by 10%, with results verified by EcoCert.",1
"Our verified sustainability audit confirmed a 50% improvement in manufacturing, saving 3,500 cubic meters of landfill space in 2023.",1
"We are currently piloting a project to improve product design, targeting a 35% improvement by 2022.",2
"Through third-party verification by PlanetWatch, our efforts in transportation resulted in a savings of 40,000 kilowatt-hours of electricity.",1
"Our verified sustainability audit confirmed a 45% improvement in product design, saving 3,500 cubic meters of landfill space in 2018.",1
"We partnered with PlanetWatch in 2020 to implement a new initiative in product design, achieving 25,000 tons of CO₂ in verified results.",1
"Our team is in the early phases of implementing sustainable transportation practices, with initial feedback being collected.",2
"We partnered with Global Green Council in 2024 to implement a new initiative in supply chain, achieving 40,000 kilowatt-hours of electricity in verified results.",1
"We partnered with GreenFuture Alliance in 2022 to implement a new initiative in packaging, achieving 40,000 kilowatt-hours of electricity in verified results.",1
"Our verified sustainability audit confirmed a 30% improvement in manufacturing, saving 3,500 cubic meters of landfill space in 2019.",1
"We are currently piloting a project to improve packaging, targeting a 50% improvement by 2018.",2
"Since 2021, our waste management upgrades have cut resource consumption by 60%, with results verified by PlanetWatch.",1
"Our verified sustainability audit confirmed a 35% improvement in energy usage, saving 12 million gallons of water in 2024.",1
"In 2023, we reduced our carbon emissions by 65% through verified changes in our product design, preventing 12 million gallons of water.",1
"In 2024, we reduced our carbon emissions by 20% through verified changes in our manufacturing, preventing 5,000 hectares of deforested land.",1
"In 2022, we reduced our carbon emissions by 30% through verified changes in our manufacturing, preventing 40,000 kilowatt-hours of electricity.",1
"Our verified sustainability audit confirmed a 80% improvement in supply chain, saving 25,000 tons of CO₂ in 2018.",1
"Our verified sustainability audit confirmed a 45% improvement in packaging, saving 25,000 tons of CO₂ in 2020.",1
"Our verified sustainability audit confirmed a 75% improvement in waste management, saving 25,000 tons of CO₂ in 2021.",1
"In 2019, we began an initiative focused on energy usage with measurable goals expected to be achieved over the next 3 years.",2
"In 2021, we began an initiative focused on product design with measurable goals expected to be achieved over the next 3 years.",2
"Our team is in the early phases of implementing sustainable energy usage practices, with initial feedback being collected.",2
"In 2018, we reduced our carbon emissions by 80% through verified changes in our product design, preventing 40,000 kilowatt-hours of electricity.",1
"We are currently piloting a project to improve manufacturing, targeting a 65% improvement by 2024.",2
"Our verified sustainability audit confirmed a 15% improvement in product design, saving 12 million gallons of water in 2024.",1
"Through third-party verification by Global Green Council, our efforts in waste management resulted in a savings of 12 million gallons of water.",1
Plans are underway to transition to energy usage models across key departments by 2021.,2
"Our verified sustainability audit confirmed a 65% improvement in transportation, saving 10,000 plastic containers in 2023.",1
"We partnered with Sustainability Index in 2024 to implement a new initiative in product design, achieving 40,000 kilowatt-hours of electricity in verified results.",1
"Since 2020, our product design upgrades have cut resource consumption by 25%, with results verified by EcoCert.",1
"Through third-party verification by PlanetWatch, our efforts in supply chain resulted in a savings of 40,000 kilowatt-hours of electricity.",1
"Our verified sustainability audit confirmed a 20% improvement in transportation, saving 3,500 cubic meters of landfill space in 2023.",1
"Through third-party verification by EcoCert, our efforts in product design resulted in a savings of 25,000 tons of CO₂.",1
"We partnered with Sustainability Index in 2023 to implement a new initiative in manufacturing, achieving 12 million gallons of water in verified results.",1
"We are currently piloting a project to improve product design, targeting a 55% improvement by 2018.",2
"In 2020, we reduced our carbon emissions by 30% through verified changes in our packaging, preventing 5,000 hectares of deforested land.",1
"In 2023, we reduced our carbon emissions by 80% through verified changes in our transportation, preventing 3,500 cubic meters of landfill space.",1
"Our verified sustainability audit confirmed a 75% improvement in supply chain, saving 3,500 cubic meters of landfill space in 2019.",1
"Our verified sustainability audit confirmed a 60% improvement in packaging, saving 10,000 plastic containers in 2022.",1
"We are collaborating with EcoCert to evaluate opportunities for product design enhancement, with progress reports expected in 2020.",2
Plans are underway to transition to waste management models across key departments by 2020.,2
"In 2021, we began an initiative focused on energy usage with measurable goals expected to be achieved over the next 3 years.",2
"Our verified sustainability audit confirmed a 80% improvement in manufacturing, saving 40,000 kilowatt-hours of electricity in 2021.",1
"We are collaborating with Global Green Council to evaluate opportunities for waste management enhancement, with progress reports expected in 2019.",2
"We are collaborating with PlanetWatch to evaluate opportunities for product design enhancement, with progress reports expected in 2018.",2
"Our verified sustainability audit confirmed a 80% improvement in product design, saving 5,000 hectares of deforested land in 2021.",1
"Through third-party verification by GreenFuture Alliance, our efforts in waste management resulted in a savings of 10,000 plastic containers.",1
"In 2024, we began an initiative focused on manufacturing with measurable goals expected to be achieved over the next 3 years.",2
"We are collaborating with EcoCert to evaluate opportunities for waste management enhancement, with progress reports expected in 2023.",2
"In 2024, we began an initiative focused on product design with measurable goals expected to be achieved over the next 3 years.",2
"We are currently piloting a project to improve manufacturing, targeting a 50% improvement by 2020.",2
"Since 2021, our packaging upgrades have cut resource consumption by 30%, with results verified by PlanetWatch.",1
"In 2021, we began an initiative focused on packaging with measurable goals expected to be achieved over the next 3 years.",2
"We are currently piloting a project to improve packaging, targeting a 40% improvement by 2023.",2
"We are collaborating with EcoCert to evaluate opportunities for supply chain enhancement, with progress reports expected in 2019.",2
"We are collaborating with Sustainability Index to evaluate opportunities for transportation enhancement, with progress reports expected in 2024.",2
"In 2023, we began an initiative focused on manufacturing with measurable goals expected to be achieved over the next 3 years.",2
"Our team is in the early phases of implementing sustainable supply chain practices, with initial feedback being collected.",2
"We are collaborating with GreenFuture Alliance to evaluate opportunities for manufacturing enhancement, with progress reports expected in 2018.",2
"Since 2018, our energy usage upgrades have cut resource consumption by 55%, with results verified by GreenFuture Alliance.",1
"We partnered with Sustainability Index in 2019 to implement a new initiative in waste management, achieving 3,500 cubic meters of landfill space in verified results.",1
